year,pa_code,pa_area,pa_cropland,pa_pctcrop,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
2010,707,17939.5300963086,30.26834738370962,.001687243,144558.2723147124,143331.4528406635,1226.819597631693,144663.7761351317,143436.9566610828,1226.819597631693,157942.5472246855,145084.0564878955,12858.4904846251,3998.491691589355,3245.571054458618,752.9205131530762,16374.44073486328,3989.851422309875,12384.58905029297,17177.32153320313,4792.732725143433,12384.58905029297,2744.880127429962,2744.880127429962,0,2850.383944988251,2850.383944988251,0,2950.335140228271,2950.335140228271,0,0,0,0,0,0,0,137814.8778444976,137340.9901436344,473.887702010572,.94256586,.97940993,.51842701,.5,.5,.79971033,
2011,707,17939.5300963086,30.26834738370962,.001687243,149384.4364496917,145495.8593252674,3888.576940923929,149360.2205511779,145471.6434267536,3888.576940923929,157942.5472246855,145084.0564878955,12858.4904846251,8859.133697509766,5444.446672439575,3414.686965942383,16374.44073486328,3989.851422309875,12384.58905029297,17177.32153320313,4792.732725143433,12384.58905029297,2710.413422107697,2710.413422107697,0,2686.19753241539,2686.19753241539,0,2950.335140228271,2950.335140228271,0,0,0,0,0,0,0,137814.8778444976,137340.9901436344,473.887702010572,.97673988,.99145478,.80737084,.80000001,.80000001,.90468007,
2012,707,17939.5300963086,30.26834738370962,.001687243,146999.0536971539,143994.8686625734,3004.18515625596,146909.1429018229,143904.9578672424,3004.18515625596,157942.5472246855,145084.0564878955,12858.4904846251,6190.900573730469,3660.616725921631,2530.283843994141,16374.44073486328,3989.851422309875,12384.58905029297,17177.32153320313,4792.732725143433,12384.58905029297,2993.278782688547,2993.278782688547,0,2903.367981672287,2903.367981672287,0,2950.335140228271,2950.335140228271,0,0,0,0,0,0,0,137814.8778444976,137340.9901436344,473.887702010572,.95209044,.97720802,.6628989,.64999998,.64999998,.44775927,
2013,707,17939.5300963086,30.26834738370962,.001687243,147626.9361707419,144070.6340745464,3556.302160650492,147692.5928842276,144136.2907880321,3556.302160650492,157942.5472246855,145084.0564878955,12858.4904846251,6431.141311645508,3348.703251838684,3082.437942504883,16374.44073486328,3989.851422309875,12384.58905029297,17177.32153320313,4792.732725143433,12384.58905029297,3380.968287944794,3380.968287944794,0,3446.625001430511,3446.625001430511,0,2950.335140228271,2950.335140228271,0,0,0,0,0,0,0,137814.8778444976,137340.9901436344,473.887702010572,.92026442,.96771717,.37395516,.34999999,.34999999,.46838412,
2014,707,17939.5300963086,30.26834738370962,.001687243,142026.5394436568,141552.5827396885,473.9566992651671,141980.7901381701,141506.8334380165,473.9566992651671,157942.5472246855,145084.0564878955,12858.4904846251,2427.511430740356,2427.419386863708,.0920103238895535,16374.44073486328,3989.851422309875,12384.58905029297,17177.32153320313,4792.732725143433,12384.58905029297,1784.13873885572,1784.13873885572,0,1738.389437183738,1738.389437183738,0,2950.335140228271,2950.335140228271,0,0,0,0,0,0,0,137814.8778444976,137340.9901436344,473.887702010572,.87929392,.94828218,.085011363,.050000001,.050000001,0,
2015,707,17939.5300963086,30.26834738370962,.001687243,143264.5767584294,141688.7528536096,1575.823965460062,143256.9976104349,141681.1737056151,1575.823965460062,157942.5472246855,145084.0564878955,12858.4904846251,3495.657127380371,2393.741457939148,1101.915641784668,16374.44073486328,3989.851422309875,12384.58905029297,17177.32153320313,4792.732725143433,12384.58905029297,1954.043062329292,1954.043062329292,0,1946.463914334774,1946.463914334774,0,2950.335140228271,2950.335140228271,0,0,0,0,0,0,0,137814.8778444976,137340.9901436344,473.887702010572,.89540035,.9532373,.22948326,.2,.2,0,
2016,707,17939.5300963086,30.26834738370962,.001687243,144026.3444325179,142666.151162006,1360.193148046732,144031.959309265,142671.7660387531,1360.193148046732,157942.5472246855,145084.0564878955,12858.4904846251,3871.909839630127,2985.574366569519,886.3354415893555,16374.44073486328,3989.851422309875,12384.58905029297,17177.32153320313,4792.732725143433,12384.58905029297,2339.625832557678,2339.625832557678,0,2345.240705490112,2345.240705490112,0,2950.335140228271,2950.335140228271,0,0,0,0,0,0,0,137814.8778444976,137340.9901436344,473.887702010572,.94800663,.97695076,.61474168,.60000002,.60000002,.51633239,
2017,707,17939.5300963086,30.26834738370962,.001687243,149537.7150999755,145678.3954161182,3859.31992188096,149594.0966936797,145734.7770098224,3859.31992188096,157942.5472246855,145084.0564878955,12858.4904846251,8811.800552368164,5426.37266254425,3385.427825927734,16374.44073486328,3989.851422309875,12384.58905029297,17177.32153320313,4792.732725143433,12384.58905029297,2910.998008608818,2910.998008608818,0,2967.379604876041,2967.379604876041,0,2950.335140228271,2950.335140228271,0,0,0,0,0,0,0,137814.8778444976,137340.9901436344,473.887702010572,.98389351,.99504489,.85552812,.85000002,.85000002,1,
2018,707,17939.5300963086,30.26834738370962,.001687243,144296.5868417472,143435.885478355,860.7014259397984,144245.1061808318,143384.4048174396,860.7014259397984,157942.5472246855,145084.0564878955,12858.4904846251,3253.644382476807,2866.833081245422,386.8114070892334,16374.44073486328,3989.851422309875,12384.58905029297,17177.32153320313,4792.732725143433,12384.58905029297,3228.044635951519,3228.044635951519,0,3176.563979238272,3176.563979238272,0,2950.335140228271,2950.335140228271,0,0,0,0,0,0,0,137814.8778444976,137340.9901436344,473.887702010572,.92520124,.97308725,.37395516,.34999999,.34999999,.732458,
2019,707,17939.5300963086,30.26834738370962,.001687243,146563.7524382323,145151.653861858,1412.09857788682,146595.0631643981,145182.9645880237,1412.09857788682,157942.5472246855,145084.0564878955,12858.4904846251,5503.683700561523,4565.454406738281,938.2292327880859,16374.44073486328,3989.851422309875,12384.58905029297,17177.32153320313,4792.732725143433,12384.58905029297,3245.190317153931,3245.190317153931,0,3276.501046180725,3276.501046180725,0,2950.335140228271,2950.335140228271,0,0,0,0,0,0,0,137814.8778444976,137340.9901436344,473.887702010572,.9717859,.99024999,.75921351,.75,.75,.92665762,
2020,707,17939.5300963086,30.26834738370962,.001687243,143891.6303240508,142945.4560049549,946.1743949949741,143855.6211432666,142909.4468089119,946.1743949949741,157942.5472246855,145084.0564878955,12858.4904846251,3277.994613647461,2805.705656528473,472.2889862060547,16374.44073486328,3989.851422309875,12384.58905029297,17177.32153320313,4792.732725143433,12384.58905029297,2798.752674102783,2798.752674102783,0,2762.743468523026,2762.743468523026,0,2950.335140228271,2950.335140228271,0,0,0,0,0,0,0,137814.8778444976,137340.9901436344,473.887702010572,.90452868,.96316522,.22948326,.2,.2,.48820877,
2021,707,17939.5300963086,30.26834738370962,.001687243,142744.0755402297,142173.834635593,570.2409061491489,142725.8172308654,142155.5763262287,570.2409061491489,157942.5472246855,145084.0564878955,12858.4904846251,2744.611560821533,2648.276667118073,96.33480215072632,16374.44073486328,3989.851422309875,12384.58905029297,17177.32153320313,4792.732725143433,12384.58905029297,2184.557914227247,2184.557914227247,0,2166.299608752131,2166.299608752131,0,2950.335140228271,2950.335140228271,0,0,0,0,0,0,0,137814.8778444976,137340.9901436344,473.887702010572,.88423687,.95365739,.085011363,.050000001,.050000001,.26432917,
1993,708,3264.82378124518,1772.611173629761,.54294235,792437.0823420882,641570.5109862685,150866.5664424896,792485.6134852767,641619.042129457,150866.5664424896,770152.3677282557,618205.9642710686,151946.4106440768,641180.1192398071,619222.7942428589,21957.32588195801,629862.5404315218,606825.3975543976,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,12811.98321955232,12811.98321955232,0,12860.5143627408,12860.5143627408,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.99992388,.99990517,1,1,1,.96821564,
1994,708,3264.82378124518,1772.611173629761,.54294235,493960.0219368935,350139.5978569984,143820.4186000824,493904.6595654488,350084.2354855537,143820.4186000824,770152.3677282557,618205.9642710686,151946.4106440768,354430.8006010056,339519.6477422714,14911.15307998657,629862.5404315218,606825.3975543976,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1084.099394798279,1084.099394798279,0,1028.737023353577,1028.737023353577,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.59000665,.50784898,.9241932,.5,.5,.54572493,
1995,708,3264.82378124518,1772.611173629761,.54294235,771277.8651477098,619196.5157366991,152081.3530292511,773696.9868890047,621615.6374741793,152081.3530292511,770152.3677282557,618205.9642710686,151946.4106440768,628397.6344566345,605225.5334587097,23172.1007232666,629862.5404315218,606825.3975543976,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,4435.058197651058,4435.058197651058,0,6854.183599147946,6854.183599147946,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,1,1,1,1,1,1,
1996,708,3264.82378124518,1772.611173629761,.54294235,790944.4980594862,638822.2432268858,152122.2595952499,788519.2199280012,636396.9650954008,152122.2595952499,770152.3677282557,618205.9642710686,151946.4106440768,648269.9729035842,625056.9554595947,23213.01707777861,608217.4516806826,585180.3089561462,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,4229.455313100014,4229.455313100014,0,1804.173513783608,1804.173513783608,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.99968028,.99960166,1,1,1,.86650556,
1997,708,3264.82378124518,1772.611173629761,.54294235,748875.9861985771,599311.0616616011,149564.9241879312,748869.0436803428,599304.1191433668,149564.9241879312,770152.3677282557,618205.9642710686,151946.4106440768,608808.7429707376,588153.0741214752,20655.66845253389,605634.9817784782,582601.2229537964,23033.75882468186,629862.5404315218,606825.3975543976,23037.14316704124,1621.911457441747,1621.911457441747,0,1614.968939207494,1614.968939207494,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.99969548,.99962062,1,1,1,.87286246,
1998,708,3264.82378124518,1772.611173629761,.54294235,612590.6298439726,468320.1886425018,144270.4389794096,613118.0735228285,468847.6323213577,144270.4389794096,770152.3677282557,618205.9642710686,151946.4106440768,473294.5530846342,457933.3940792084,15361.15877654403,590744.2985051628,567710.5385818481,23033.75882468186,629862.5404315218,606825.3975543976,23037.14316704124,850.9622521400452,850.9622521400452,0,1378.404102921486,1378.404102921486,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.99931484,.99914646,1,1,1,.71394056,
1999,708,3264.82378124518,1772.611173629761,.54294235,783516.6934194416,630966.149900198,152550.5426494926,783005.6038417667,630455.0603225231,152550.5426494926,770152.3677282557,618205.9642710686,151946.4106440768,643085.0736725181,619443.7733421326,23641.30062030256,590747.6828475222,567710.5385818481,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1986.461402289569,1986.461402289569,0,1475.373622171581,1475.373622171581,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.99939096,.99924129,1,1,1,.74572492,
2000,708,3264.82378124518,1772.611173629761,.54294235,851908.0440714695,716034.0176715851,135874.0341723301,851931.6157124378,716057.5893125534,135874.0341723301,770152.3677282557,618205.9642710686,151946.4106440768,711854.2774918415,704889.5270385742,6964.750544819981,550840.6243720278,527803.4801521301,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1608.695150866755,1608.695150866755,0,1632.266791835078,1632.266791835078,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.91758704,.90105373,.98483866,.89999998,.89999998,.73618966,
2001,708,3264.82378124518,1772.611173629761,.54294235,529344.6222366113,399901.3834042549,129443.2368963975,529391.6759685297,399948.4371361732,129443.2368963975,770152.3677282557,618205.9642710686,151946.4106440768,388391.7723605651,387857.7935209274,533.9789006728679,539058.5081687197,516021.3648490906,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,2507.716532707214,2507.716532707214,0,2554.770264625549,2554.770264625549,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.50041234,.40032843,.9075157,.38999999,.38999999,.69804835,
2002,708,3264.82378124518,1772.611173629761,.54294235,626683.3979757223,495619.1515002251,131064.2405016813,626665.0773880873,495600.83091259,131064.2405016813,770152.3677282557,618205.9642710686,151946.4106440768,486322.8062651549,484167.8023033142,2155.003855029121,539058.5081687197,516021.3648490906,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1915.415269374847,1915.415269374847,0,1897.094681739807,1897.094681739807,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.7539565,.70465016,.95451593,.69999999,.69999999,.70758361,
2003,708,3264.82378124518,1772.611173629761,.54294235,694246.1785109695,557281.4817070961,136964.6929796394,694233.4679463562,557268.7711424828,136964.6929796394,770152.3677282557,618205.9642710686,151946.4106440768,554341.1961649116,546285.8151664734,8055.380967920646,539058.5081687197,516021.3648490906,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1459.873307228088,1459.873307228088,0,1447.162742614746,1447.162742614746,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.91749567,.90093988,.98483866,.89999998,.89999998,.69804835,
2004,708,3264.82378124518,1772.611173629761,.54294235,585681.0608112551,435050.3674244881,150630.6969516017,585657.3707935549,435026.6774106026,150630.6969516017,770152.3677282557,618205.9642710686,151946.4106440768,445923.2275693156,424201.8080053329,21721.41968605295,537736.8201441988,514699.6771755219,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1312.770203590393,1312.770203590393,0,1289.080191612244,1289.080191612244,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.71306592,.65557057,.94693524,.64999998,.64999998,.70758361,
2005,708,3264.82378124518,1772.611173629761,.54294235,943128.0589210037,802309.1450155973,140818.9176228289,943178.2915717606,802359.3776663542,140818.9176228289,770152.3677282557,618205.9642710686,151946.4106440768,803133.6040890459,791223.9712257385,11909.63301589526,537736.8201441988,514699.6771755219,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1549.251350715756,1549.251350715756,0,1599.484011009336,1599.484011009336,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.91821891,.90184087,.98483866,.89999998,.89999998,1,
2006,708,3264.82378124518,1772.611173629761,.54294235,851376.8390008677,705663.1085884571,145713.7301396597,871225.1388633717,725511.4084509611,145713.7301396597,770152.3677282557,618205.9642710686,151946.4106440768,710514.6641854513,693710.174697876,16804.48909084685,537736.8201441988,514699.6771755219,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,2417.162994354963,2417.162994354963,0,22265.44989049435,22265.44989049435,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,1,1,1,1,1,1,
2007,708,3264.82378124518,1772.611173629761,.54294235,738323.7800006662,595870.7640787363,142453.0184167419,718411.3975227866,575958.3816008568,142453.0184167419,770152.3677282557,618205.9642710686,151946.4106440768,579152.3024724517,565608.5668735504,13543.73527846672,537736.8201441988,514699.6771755219,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,20726.28905598074,20726.28905598074,0,813.9202156066895,813.9202156066895,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.6715427,.60570282,.9393546,.60000002,.60000002,.44340149,
2008,708,3264.82378124518,1772.611173629761,.54294235,562039.6187071968,428924.9834974408,133114.6411263514,562116.3038192559,429001.6686094999,133114.6411263514,770152.3677282557,618205.9642710686,151946.4106440768,422394.8907191325,418189.5377006531,4205.352972703055,537736.8201441988,514699.6771755219,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1199.682207396254,1199.682207396254,0,1276.367319472134,1276.367319472134,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.46796641,.36139676,.90145117,.34999999,.34999999,.80929369,
2009,708,3264.82378124518,1772.611173629761,.54294235,605001.2896384709,475593.0052323341,129408.2883276455,604924.2144368999,475515.9300307631,129408.2883276455,770152.3677282557,618205.9642710686,151946.4106440768,464984.8615759127,464485.8777656555,498.9837949983776,537736.8201441988,514699.6771755219,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1571.206002268009,1571.206002268009,0,1494.130800680257,1494.130800680257,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.50831366,.40979952,.90903187,.40000001,.40000001,.58247221,
2010,708,3264.82378124518,1772.611173629761,.54294235,552307.3873698693,421997.1769766808,130310.2063477021,552314.1827781182,422003.9723849297,130310.2063477021,770152.3677282557,618205.9642710686,151946.4106440768,412334.544183014,410933.5990276337,1400.944957016036,528206.7805457339,505169.6367225647,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1527.65184211731,1527.65184211731,0,1534.447250366211,1534.447250366211,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.59044766,.50839835,.9241932,.5,.5,.72983271,
2011,708,3264.82378124518,1772.611173629761,.54294235,835775.8347041961,700515.3321973085,135260.5064493772,835912.74564532,700652.2431384325,135260.5064493772,770152.3677282557,618205.9642710686,151946.4106440768,695692.5082880612,689341.2462539673,6351.262461340055,528206.7805457339,505169.6367225647,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1638.259683508426,1638.259683508426,0,1775.170624632388,1775.170624632388,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.8358289,.80292308,.96967727,.80000001,.80000001,.74572492,
2012,708,3264.82378124518,1772.611173629761,.54294235,607620.2296789382,474004.4717655182,133615.7540376876,607458.8346946929,473843.0767812729,133615.7540376876,770152.3677282557,618205.9642710686,151946.4106440768,468190.5215728972,463484.0341863632,4706.487661192194,528206.7805457339,505169.6367225647,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,984.6179738044739,984.6179738044739,0,823.2229895591736,823.2229895591736,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.71218807,.65447694,.94693524,.64999998,.64999998,.34107807,
2013,708,3264.82378124518,1772.611173629761,.54294235,568960.0158920959,434317.4328484535,134642.5813365653,569010.2322998717,434367.6492562294,134642.5813365653,770152.3677282557,618205.9642710686,151946.4106440768,429724.878379412,423991.5521936417,5733.326216287911,528206.7805457339,505169.6367225647,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,789.9158926010132,789.9158926010132,0,840.1323003768921,840.1323003768921,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.46704102,.36024392,.90145117,.34999999,.34999999,.42293683,
2014,708,3264.82378124518,1772.611173629761,.54294235,445863.8556798166,316953.8412110209,128910.016301523,445813.1972030168,316903.1827342212,128910.016301523,770152.3677282557,618205.9642710686,151946.4106440768,307345.1856498164,307344.4369745255,.7487183478369843,528206.7805457339,505169.6367225647,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,73.48054713010788,73.48054713010788,0,22.82207033038139,22.82207033038139,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.22068486,.064504631,.8559671,.050000001,.050000001,0,
2015,708,3264.82378124518,1772.611173629761,.54294235,443618.1626540478,312658.9150481224,130959.2456566151,443618.3818236645,312659.1342177391,130959.2456566151,770152.3677282557,618205.9642710686,151946.4106440768,305130.2848025616,303080.3424625397,2049.942332392558,528206.7805457339,505169.6367225647,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,42.66103363037109,42.66103363037109,0,42.88020324707031,42.88020324707031,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.34335643,.2117433,.87870914,.2,.2,0,
2016,708,3264.82378124518,1772.611173629761,.54294235,519059.1165450085,388500.7216253281,130558.3908856381,519091.3846576679,388532.9897379875,130558.3908856381,770152.3677282557,618205.9642710686,151946.4106440768,379663.6182423104,378014.4710683823,1649.147326515988,528206.7805457339,505169.6367225647,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,950.3084635734558,950.3084635734558,0,982.5765762329102,982.5765762329102,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.67180657,.60603154,.9393546,.60000002,.60000002,.55357373,
2017,708,3264.82378124518,1772.611173629761,.54294235,833296.7358783726,698090.8152680397,135205.9206503872,833357.2429632191,698151.3223528862,135205.9206503872,770152.3677282557,618205.9642710686,151946.4106440768,693349.5306242947,687052.860168457,6296.670913601294,528206.7805457339,505169.6367225647,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1502.092278718948,1502.092278718948,0,1562.599363565445,1562.599363565445,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.87732846,.85276139,.97725797,.85000002,.85000002,1,
2018,708,3264.82378124518,1772.611173629761,.54294235,503418.5109185455,373789.405444622,129629.1034940956,503375.9751357315,373746.869661808,129629.1034940956,770152.3677282557,618205.9642710686,151946.4106440768,363700.0508971689,362980.2286138535,719.8222222803161,528206.7805457339,505169.6367225647,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1273.37938117981,1273.37938117981,0,1230.843598365784,1230.843598365784,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.46753645,.36086112,.90145117,.34999999,.34999999,.62978041,
2019,708,3264.82378124518,1772.611173629761,.54294235,719929.3016440514,589274.6678586006,130654.6318323258,719959.6451661233,589305.0113806725,130654.6318323258,770152.3677282557,618205.9642710686,151946.4106440768,579794.2078127507,578048.8299388885,1745.377995932475,528206.7805457339,505169.6367225647,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1689.868746757507,1689.868746757507,0,1720.212268829346,1720.212268829346,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.79554737,.75460219,.96209663,.75,.75,1,
2020,708,3264.82378124518,1772.611173629761,.54294235,495657.4692073483,365869.3218369484,129788.1454764027,495586.1173945088,365797.9700241089,129788.1454764027,770152.3677282557,618205.9642710686,151946.4106440768,356119.4683598895,355240.6302528381,878.8381757158786,528206.7805457339,505169.6367225647,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,1092.77726650238,1092.77726650238,0,1021.425453662872,1021.425453662872,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.34441844,.21306632,.87870914,.2,.2,.44340149,
2021,708,3264.82378124518,1772.611173629761,.54294235,474346.1420161342,345257.1023032665,129089.0376662826,474336.691745243,345247.6520323753,129089.0376662826,770152.3677282557,618205.9642710686,151946.4106440768,335487.6846184945,335307.9570245743,179.7276549553499,528206.7805457339,505169.6367225647,23037.14316704124,629862.5404315218,606825.3975543976,23037.14316704124,413.2538998126984,413.2538998126984,0,403.8036289215088,403.8036289215088,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,138445.1477007866,9535.875329494476,128909.2757968903,.22133841,.065318808,.8559671,.050000001,.050000001,.27286246,
1993,709,1836.707630188,1053.477989196777,.5735687,605533.1028790474,605130.9969987571,402.1059747039108,616816.6347880363,616414.5289077461,402.1059747039108,645275.5736861378,644866.2757962197,409.2979798613815,46137.78099676967,45990.92354497313,146.8574495315552,45224.19274480641,45070.14326699078,154.0494728088379,45224.19274480641,45070.14326699078,154.0494728088379,266340.8974985182,266340.8974985182,0,277624.4294075072,277624.4294075072,0,306996.99914217,306996.99914217,0,0,0,0,0,0,0,293054.4283482878,292799.1799203306,255.2484278975753,.94878149,.94874895,1,1,1,.892344,
1994,709,1836.707630188,1053.477989196777,.5735687,484928.0643806458,484573.0854318738,354.9790444670944,474584.3472971916,474229.3683484197,354.9790444670944,645275.5736861378,644866.2757962197,409.2979798613815,25316.53824698925,25216.80780559778,99.73044395446777,45224.19274480641,45070.14326699078,154.0494728088379,45224.19274480641,45070.14326699078,154.0494728088379,166557.0511479378,166557.0511479378,0,156213.334192276,156213.334192276,0,306996.99914217,306996.99914217,0,0,0,0,0,0,0,293054.4283482878,292799.1799203306,255.2484278975753,.71458244,.71452087,.81181258,.5,.5,.47373813,
1995,709,1836.707630188,1053.477989196777,.5735687,583044.3854453564,582634.1547352672,410.2308135329513,588209.1413455009,587798.9106354117,410.2308135329513,645275.5736861378,644866.2757962197,409.2979798613815,45106.29977372289,44951.31751343608,154.9822540283203,45224.19274480641,45070.14326699078,154.0494728088379,45224.19274480641,45070.14326699078,154.0494728088379,244883.6099247485,244883.6099247485,0,250048.3637442589,250048.3637442589,0,306996.99914217,306996.99914217,0,0,0,0,0,0,0,293054.4283482878,292799.1799203306,255.2484278975753,1,1,1,1,1,1,
1996,709,1836.707630188,1053.477989196777,.5735687,603705.6482641697,603295.1440843344,410.5042777358321,598364.6658051014,597954.1616250277,410.5042777358321,645275.5736861378,644866.2757962197,409.2979798613815,46579.49180850387,46424.23604282737,155.2557706832886,43616.57003884017,43462.52056692541,154.0494728088379,45224.19274480641,45070.14326699078,154.0494728088379,264071.7088781893,264071.7088781893,0,258730.7264171839,258730.7264171839,0,306996.99914217,306996.99914217,0,0,0,0,0,0,0,293054.4283482878,292799.1799203306,255.2484278975753,.9318617,.93181849,1,1,1,.85678047,
1997,709,1836.707630188,1053.477989196777,.5735687,596452.1131611764,596058.7145809531,393.3986792861251,592140.2273083329,591746.8287281394,393.3986792861251,645275.5736861378,644866.2757962197,409.2979798613815,43821.46104574203,43683.31093639135,138.1501121520996,43425.01551552117,43270.96603710949,154.0494728088379,45224.19274480641,45070.14326699078,154.0494728088379,259576.2190501392,259576.2190501392,0,255264.3331973255,255264.3331973255,0,306996.99914217,306996.99914217,0,0,0,0,0,0,0,293054.4283482878,292799.1799203306,255.2484278975753,.93135083,.93130726,1,1,1,.85570663,
1998,709,1836.707630188,1053.477989196777,.5735687,461465.7547305822,461107.7704686522,357.9843583403854,468011.6039991379,467653.6197372079,357.9843583403854,645275.5736861378,644866.2757962197,409.2979798613815,34114.36865933239,34011.63276149333,102.7359008789063,42319.05426122248,42165.00478203595,154.0494728088379,45224.19274480641,45070.14326699078,154.0494728088379,134296.9132441282,134296.9132441282,0,140842.7625121549,140842.7625121549,0,306996.99914217,306996.99914217,0,0,0,0,0,0,0,293054.4283482878,292799.1799203306,255.2484278975753,.86167127,.86158347,1,1,1,.70924747,
